text,date,char,sentiment,polarity,subjectivity,timestamp,Preprocess
"RT @_Zoeee_: @jennyjaffe ""Raise your hand if you have ever felt personally victimized by Daenerys Targaryen""
King's Landing: https://t.co/s…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.3,05/19/2019 23:36:15,rt _zoeee_ jennyjaffe raise your hand if you have ever felt personally victimized by daenerys targaryen king landing http co
"Let’s Try this again, motherbitches, MAD QUEEN LOYALIST 1.5” Hard Enamel Pins, in Black &amp; GOLD (not yellow as it lo… https://t.co/In9KfBXIZ6",05/19/2019,Daenerys Targaryen,Neg,-0.27083333333333337,0.49374999999999997,05/19/2019 23:36:11,let try this again motherbitches mad queen loyalist 1 5 hard enamel pin in black amp gold not yellow a it lo http co in9kfbxiz6
"""I am Daenerys Stormborn, of the House Targaryen, of the blood of the Old Valyria. Valyrian is my mother tongue.""
-… https://t.co/yAWsstB9Lm",05/19/2019,Daenerys Targaryen,Pos,0.1,0.2,05/19/2019 23:36:01,am daenerys stormborn of the house targaryen of the blood of the old valyria valyrian is my mother tongue http co yawsstb9lm
"RT @OddsShark: Odds to be the last character to speak in the final episode of #GameofThrones:

Samwell EVEN
Jon (Aegon) +200
Tyrion +200
Br…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.5333333333333333,05/19/2019 23:36:01,rt oddsshark odds to be the last character to speak in the final episode of gameofthrones samwell even jon aegon 200 tyrion 200 br
RT @aIfiealIen: daenerys targaryen's side profile rt if u agree https://t.co/DG9DJrzDin,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:35:55,rt aifiealien daenerys targaryen side profile rt if agree http co dg9djrzdin
"So this is it, huh? It all ends tonight. Except I can only watch it tomorrow. I am actually okay with that and that… https://t.co/aHEbxi7WJP",05/19/2019,Daenerys Targaryen,Pos,0.25,0.75,05/19/2019 23:35:44,so this is it huh it all end tonight except can only watch it tomorrow am actually okay with that and that http co ahebxi7wjp
"RT @oshawildling: daenerys targaryen’s journey was a long and sad one, but she’ll always be remembered as one of the most iconic characters…",05/19/2019,Daenerys Targaryen,Pos,0.11249999999999999,0.6,05/19/2019 23:35:41,rt oshawildling daenerys targaryen journey wa long and sad one but she ll always be remembered a one of the most iconic character
"RT @OddsShark: Odds to be the last character to speak in the final episode of #GameofThrones:

Samwell EVEN
Jon (Aegon) +200
Tyrion +200
Br…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.5333333333333333,05/19/2019 23:35:31,rt oddsshark odds to be the last character to speak in the final episode of gameofthrones samwell even jon aegon 200 tyrion 200 br
"RT @aryastarks: emilia clarke IS the face of game of thrones. daenerys targaryen is the most iconic, famous character of the show and not e…",05/19/2019,Daenerys Targaryen,Pos,0.275,0.6,05/19/2019 23:35:21,rt aryastarks emilia clarke is the face of game of throne daenerys targaryen is the most iconic famous character of the show and not
"RT @Variety: In honor of the #GameOfThrones series finale, Emilia Clarke recalls her audition to play Daenerys Targaryen https://t.co/rv9kx…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:35:20,rt variety in honor of the gameofthrones series finale emilia clarke recall her audition to play daenerys targaryen http co rv9kx
RT @thnkingboutu: if daenerys targaryen burns me alive DO NOT PROSECUTE HER because SHE caught ME slipping!!! that is on me!!!!! https://t.…,05/19/2019,Daenerys Targaryen,Neg,-0.24802322387695314,0.25,05/19/2019 23:34:53,rt thnkingboutu if daenerys targaryen burn me alive do not prosecute her because she caught me slipping that is on me http
"In honor of the last episode of #gameofthrones tonight, here’s my illustration of Dany! 🐉🔥#DaenerysTargaryen… https://t.co/iOdBuhqEz9",05/19/2019,Daenerys Targaryen,Neu,0.0,0.06666666666666667,05/19/2019 23:34:50,in honor of the last episode of gameofthrones tonight here my illustration of dany daenerystargaryen http co iodbuhqez9
@95X @GameOfThrones I haven’t read spoilers so here’s my prediction for @Game_0fThrones: #SansaStark  and… https://t.co/vZ4QdMXDtW,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:34:49,95x gameofthrones haven read spoiler so here my prediction for game_0fthrones sansastark and http co vz4qdmxdtw
"Stay strong, Team Targaryen.🐉♥ #TheQueenWeChose #DaenerysTargaryen https://t.co/nYActkZKRN",05/19/2019,Daenerys Targaryen,Pos,0.4333333333333333,0.7333333333333333,05/19/2019 23:34:48,stay strong team targaryen thequeenwechose daenerystargaryen http co nyactkzkrn
Kill 'Em All! #Dracarys #DaenerysTargaryen #GOT #GameOfThronesFinale https://t.co/99OyLHx59f,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:34:45,kill em all dracarys daenerystargaryen got gameofthronesfinale http co 99oylhx59f
"In 1 hr and 30min, @GameOfThrones ends their 10yr run. I hate S8 because of how hurried their production was but it… https://t.co/iVSXDfkdc0",05/19/2019,Daenerys Targaryen,Neg,-0.8,0.9,05/19/2019 23:34:40,in 1 hr and 30min gameofthrones end their 10yr run hate s8 because of how hurried their production wa but it http co ivsxdfkdc0
"My eternal khaleesi, @emiliaclarke thank you for giving life to our eternal queen Daenerys.  And for his great acti… https://t.co/NZg8y887FL",05/19/2019,Daenerys Targaryen,Pos,0.8,0.75,05/19/2019 23:34:21,my eternal khaleesi emiliaclarke thank you for giving life to our eternal queen daenerys and for his great acti http co nzg8y887fl
I got You are Daenerys Targaryen! - QUIZ: Which Game Of Thrones Character Are You? (Based On Your Taste In K-Dramas) https://t.co/AwiCSlvQrZ,05/19/2019,Daenerys Targaryen,Neg,-0.4,0.4,05/19/2019 23:34:17,i got you are daenerys targaryen quiz which game of throne character are you based on your taste in drama http co awicslvqrz
"RT @Variety: In honor of the #GameOfThrones series finale, Emilia Clarke recalls her audition to play Daenerys Targaryen https://t.co/rv9kx…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:34:16,rt variety in honor of the gameofthrones series finale emilia clarke recall her audition to play daenerys targaryen http co rv9kx
"RT @OddsShark: Odds to be the last character to speak in the final episode of #GameofThrones:

Samwell EVEN
Jon (Aegon) +200
Tyrion +200
Br…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.5333333333333333,05/19/2019 23:34:15,rt oddsshark odds to be the last character to speak in the final episode of gameofthrones samwell even jon aegon 200 tyrion 200 br
RT @AngelaKinsey: Daenerys Targaryen and Angela Martin would probably be bffs. #motherofdragons #motherofcats 🐉 🐈 https://t.co/BUtioMmUFj,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:33:35,rt angelakinsey daenerys targaryen and angela martin would probably be bffs motherofdragons motherofcats http co butiommufj
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:33:27,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
"RT @oshawildling: daenerys targaryen’s journey was a long and sad one, but she’ll always be remembered as one of the most iconic characters…",05/19/2019,Daenerys Targaryen,Pos,0.11249999999999999,0.6,05/19/2019 23:33:25,rt oshawildling daenerys targaryen journey wa long and sad one but she ll always be remembered a one of the most iconic character
"RT @OddsShark: Odds to be the last character to speak in the final episode of #GameofThrones:

Samwell EVEN
Jon (Aegon) +200
Tyrion +200
Br…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.5333333333333333,05/19/2019 23:33:25,rt oddsshark odds to be the last character to speak in the final episode of gameofthrones samwell even jon aegon 200 tyrion 200 br
"I have been sold like a broodmare. I've been chained and betrayed, raped and defiled. Do you know what kept me stan… https://t.co/8ggltWyCUS",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:33:14,i have been sold like broodmare ve been chained and betrayed raped and defiled do you know what kept me stan http co 8ggltwycus
"RT @WiCnet: Oh, dear god, the feels are starting. Emilia Clarke posted a heartfelt goodbye to Daenerys Targaryen and #GameofThrones. https:…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.55,05/19/2019 23:33:13,rt wicnet oh dear god the feel are starting emilia clarke posted heartfelt goodbye to daenerys targaryen and gameofthrones http
"RT @yeahclarke: Thank you Emilia Clarke for bringing to life my favorite character of all time, Daenerys Targaryen. Your dedication and wor…",05/19/2019,Daenerys Targaryen,Pos,0.5,1.0,05/19/2019 23:33:13,rt yeahclarke thank you emilia clarke for bringing to life my favorite character of all time daenerys targaryen your dedication and wor
@tshegoteelux11 Daenerys Targaryen with the short hair🔥,05/19/2019,Daenerys Targaryen,Neu,0.0,0.3,05/19/2019 23:33:03,tshegoteelux11 daenerys targaryen with the short hair
"RT @yeahclarke: Thank you Emilia Clarke for bringing to life my favorite character of all time, Daenerys Targaryen. Your dedication and wor…",05/19/2019,Daenerys Targaryen,Pos,0.5,1.0,05/19/2019 23:33:02,rt yeahclarke thank you emilia clarke for bringing to life my favorite character of all time daenerys targaryen your dedication and wor
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:33:00,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
"RT @oshawildling: daenerys targaryen’s journey was a long and sad one, but she’ll always be remembered as one of the most iconic characters…",05/19/2019,Daenerys Targaryen,Pos,0.11249999999999999,0.6,05/19/2019 23:32:58,rt oshawildling daenerys targaryen journey wa long and sad one but she ll always be remembered a one of the most iconic character
RT @johne1998: This scene alone cemented Daenerys Targaryen the baddest bitch in the Seven Kingdoms  https://t.co/pXFr8eh8nr,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:32:43,rt johne1998 this scene alone cemented daenerys targaryen the baddest bitch in the seven kingdom http co pxfr8eh8nr
RT @futurewithDE: What’s actually sad that writers decided to use Daenerys Targaryen and her armies and her dragons to win the wars North c…,05/19/2019,Daenerys Targaryen,Pos,0.15000000000000002,0.7,05/19/2019 23:32:41,rt futurewithde what actually sad that writer decided to use daenerys targaryen and her army and her dragon to win the war north
@GameOfThrones @HBO All tings aside thank you to Emilia Clark for her incredible portrayal of Daenerys Targaryen! S… https://t.co/LMVuz1Ocrl,05/19/2019,Daenerys Targaryen,Pos,1.0,0.9,05/19/2019 23:32:34,gameofthrones hbo all ting aside thank you to emilia clark for her incredible portrayal of daenerys targaryen http co lmvuz1ocrl
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:32:29,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
Game of Thrones: Elizabeth Olsen recalls ‘terrible’ audition for Daenerys Targaryen role https://t.co/oYrximx5P1,05/19/2019,Daenerys Targaryen,Neg,-0.7,0.7,05/19/2019 23:32:20,game of throne elizabeth olsen recall terrible audition for daenerys targaryen role http co oyrximx5p1
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:32:07,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
"RT @yeahclarke: Thank you Emilia Clarke for bringing to life my favorite character of all time, Daenerys Targaryen. Your dedication and wor…",05/19/2019,Daenerys Targaryen,Pos,0.5,1.0,05/19/2019 23:32:06,rt yeahclarke thank you emilia clarke for bringing to life my favorite character of all time daenerys targaryen your dedication and wor
RT @jonstabsdany: daenerys targaryen getting stabbed to death by the guy she loves and being remembered as her father’s daughter after tryi…,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:32:06,rt jonstabsdany daenerys targaryen getting stabbed to death by the guy she love and being remembered a her father daughter after tryi
"Names like Arnold Schwarzenegger or Daenerys Targaryen  might seem more difficult... but people manage.
According t… https://t.co/SFwUJCQmrG",05/19/2019,Daenerys Targaryen,Neu,0.0,0.75,05/19/2019 23:32:01,name like arnold schwarzenegger or daenerys targaryen might seem more difficult but people manage according http co sfwujcqmrg
"RT @aryastarks: thank you so much emilia clarke, you're the best thing that has ever happened to daenerys targaryen. we LOVE you https://t.…",05/19/2019,Daenerys Targaryen,Pos,0.5666666666666667,0.3666666666666667,05/19/2019 23:31:58,rt aryastarks thank you so much emilia clarke you re the best thing that ha ever happened to daenerys targaryen we love you http
Good night to #DaenerysTargaryen only. We will always love you. ♥🐉🔥 https://t.co/VFuQ2bn8xP,05/19/2019,Daenerys Targaryen,Pos,0.39999999999999997,0.7333333333333334,05/19/2019 23:31:50,good night to daenerystargaryen only we will always love you http co vfuq2bn8xp
"RT @IRONLOKl: #GameOfThronesFinale #TheFinalEpisode 

who do you want on the iron throne? 

RT for Jon Snow
LIKE for Daenerys Targaryen htt…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:31:50,rt ironlokl gameofthronesfinale thefinalepisode who do you want on the iron throne rt for jon snow like for daenerys targaryen htt
And now for the Battle of Bosworth Field finale on @GameOfThrones where Gendry Baratheon (Henry Tudor) kills Daener… https://t.co/tdzq7mydHI,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:31:49,and now for the battle of bosworth field finale on gameofthrones where gendry baratheon henry tudor kill daener http co tdzq7mydhi
"RT @WiCnet: Oh, dear god, the feels are starting. Emilia Clarke posted a heartfelt goodbye to Daenerys Targaryen and #GameofThrones. https:…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.55,05/19/2019 23:31:44,rt wicnet oh dear god the feel are starting emilia clarke posted heartfelt goodbye to daenerys targaryen and gameofthrones http
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:31:38,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
"RT @WiCnet: Oh, dear god, the feels are starting. Emilia Clarke posted a heartfelt goodbye to Daenerys Targaryen and #GameofThrones. https:…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.55,05/19/2019 23:31:37,rt wicnet oh dear god the feel are starting emilia clarke posted heartfelt goodbye to daenerys targaryen and gameofthrones http
"You're and will always be my Queen, the Queen I choose #DaenerysTargaryen https://t.co/Dpwh2Ol6FG",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:31:25,you re and will always be my queen the queen choose daenerystargaryen http co dpwh2ol6fg
"Final!! 🥺 #GOT #GameOfThronesFinale #TheFinalEpisode 
#DaenerysTargaryen #JonSnow #TyrionLannister #AryaStark",05/19/2019,Daenerys Targaryen,Neu,0.0,1.0,05/19/2019 23:31:19,final got gameofthronesfinale thefinalepisode daenerystargaryen jonsnow tyrionlannister aryastark
"RT @oshawildling: daenerys targaryen’s journey was a long and sad one, but she’ll always be remembered as one of the most iconic characters…",05/19/2019,Daenerys Targaryen,Pos,0.11249999999999999,0.6,05/19/2019 23:30:56,rt oshawildling daenerys targaryen journey wa long and sad one but she ll always be remembered a one of the most iconic character
RT @AngelaKinsey: Daenerys Targaryen and Angela Martin would probably be bffs. #motherofdragons #motherofcats 🐉 🐈 https://t.co/BUtioMmUFj,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:30:55,rt angelakinsey daenerys targaryen and angela martin would probably be bffs motherofdragons motherofcats http co butiommufj
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:30:55,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
"RT @oshawildling: daenerys targaryen’s journey was a long and sad one, but she’ll always be remembered as one of the most iconic characters…",05/19/2019,Daenerys Targaryen,Pos,0.11249999999999999,0.6,05/19/2019 23:30:46,rt oshawildling daenerys targaryen journey wa long and sad one but she ll always be remembered a one of the most iconic character
"RT @yeahclarke: Thank you Emilia Clarke for bringing to life my favorite character of all time, Daenerys Targaryen. Your dedication and wor…",05/19/2019,Daenerys Targaryen,Pos,0.5,1.0,05/19/2019 23:30:45,rt yeahclarke thank you emilia clarke for bringing to life my favorite character of all time daenerys targaryen your dedication and wor
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:30:31,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
#DaenerysTargaryen with blood on her face: a concept https://t.co/zV4JVxN77Z,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:30:11,daenerystargaryen with blood on her face concept http co zv4jvxn77z
"RT @aryastarks: emilia clarke IS the face of game of thrones. daenerys targaryen is the most iconic, famous character of the show and not e…",05/19/2019,Daenerys Targaryen,Pos,0.275,0.6,05/19/2019 23:30:09,rt aryastarks emilia clarke is the face of game of throne daenerys targaryen is the most iconic famous character of the show and not
"RT @san_deepk: Daenerys Targaryen’s @emiliaclarke journey was a long and sad one, but she’ll always be remembered as one of the most iconic…",05/19/2019,Daenerys Targaryen,Neg,-0.01666666666666668,0.6333333333333333,05/19/2019 23:30:06,rt san_deepk daenerys targaryen emiliaclarke journey wa long and sad one but she ll always be remembered a one of the most iconic
"RT @yeahclarke: Thank you Emilia Clarke for bringing to life my favorite character of all time, Daenerys Targaryen. Your dedication and wor…",05/19/2019,Daenerys Targaryen,Pos,0.5,1.0,05/19/2019 23:30:00,rt yeahclarke thank you emilia clarke for bringing to life my favorite character of all time daenerys targaryen your dedication and wor
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:30:00,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
"""Without you there is no us."" Emilia Clarke bids goodbye to ""Game of Thrones"" fans.  #GameOfThronesFinale… https://t.co/XhHkMMXQ8e",05/19/2019,Daenerys Targaryen,Neg,-0.4,0.4,05/19/2019 23:30:00,without you there is no u emilia clarke bid goodbye to game of throne fan gameofthronesfinale http co xhhkmmxq8e
"🏆 Best Game of Thrones Character Ever
🚨 It's Been Decided: Arya Stark is The Winner!

👉 Check Out All The Results A… https://t.co/yWp4LXwyw6",05/19/2019,Daenerys Targaryen,Pos,0.11666666666666665,0.4333333333333333,05/19/2019 23:30:00,best game of throne character ever it been decided arya stark is the winner check out all the result http co ywp4lxwyw6
"#GameOfThrones 
#GameOfThronesFinale #LastEpisode #Cats #CatsInCostumes #Kitten #DaenerysTargaryen #MotherOfDragons… https://t.co/0bl0N7uErU",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:30:00,gameofthrones gameofthronesfinale lastepisode cat catsincostumes kitten daenerystargaryen motherofdragons http co 0bl0n7ueru
Y’all I swear to god. If fucking Sansa ends up on the iron throne when Daenerys Targaryen worked for YEARS conqueri… https://t.co/F9aETnpN4o,05/19/2019,Daenerys Targaryen,Neg,-0.6,0.8,05/19/2019 23:29:53,y all swear to god if fucking sansa end up on the iron throne when daenerys targaryen worked for year conqueri http co f9aetnpn4o
"daenerys dies today but

TARGARYENS 4 LIFE. 

#DaenerysTargaryen #Drogon #GameOfThrones #TheFinalEpisode https://t.co/WWYdOCKeCq",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:29:48,daenerys dy today but targaryens 4 life daenerystargaryen drogon gameofthrones thefinalepisode http co wwydockecq
#DavosSeaworth #Melisandre #DaenerysTargaryen #Daenerys #AryaStark #Arya #SansaStark #Sansa #Varys #JonSnow… https://t.co/0AZxIZapPX,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:29:48,davosseaworth melisandre daenerystargaryen daenerys aryastark arya sansastark sansa varys jonsnow http co 0azxizappx
My absolutely favorite moment in #GameOfTrones this scene was epic and can't be matched with any other TV moment.… https://t.co/nXWtiBBgde,05/19/2019,Daenerys Targaryen,Pos,0.15833333333333333,0.5916666666666667,05/19/2019 23:29:42,my absolutely favorite moment in gameoftrones this scene wa epic and can be matched with any other tv moment http co nxwtibbgde
RT @MattOswaltVA: it's gonna be so weird to see Daenerys Targaryen co-starring in some R-rated comedy with Rebel Wilson this time next year…,05/19/2019,Daenerys Targaryen,Neg,-0.25,0.5,05/19/2019 23:29:34,rt mattoswaltva it gonna be so weird to see daenerys targaryen co starring in some rated comedy with rebel wilson this time next year
RT @targarcyn: if i am burned alive by daenerys targaryen DO NOT PROSECUTE HER because SHE caught ME slipping!! that is on me!!! https://t.…,05/19/2019,Daenerys Targaryen,Neg,-0.102587890625,0.25,05/19/2019 23:29:29,rt targarcyn if am burned alive by daenerys targaryen do not prosecute her because she caught me slipping that is on me http
RT @thnkingboutu: if daenerys targaryen burns me alive DO NOT PROSECUTE HER because SHE caught ME slipping!!! that is on me!!!!! https://t.…,05/19/2019,Daenerys Targaryen,Neg,-0.24802322387695314,0.25,05/19/2019 23:29:20,rt thnkingboutu if daenerys targaryen burn me alive do not prosecute her because she caught me slipping that is on me http
The finale to the greatest show I’ve ever watched is coming to an end thanks to the entire G.O.T. cast for bringing… https://t.co/ihP0ZxVjj3,05/19/2019,Daenerys Targaryen,Pos,0.39999999999999997,0.6083333333333333,05/19/2019 23:29:17,the finale to the greatest show ve ever watched is coming to an end thanks to the entire o cast for bringing http co ihp0zxvjj3
"RT @hyenasandgin: In honor of Game of Thrones going away tonight and never coming back, was gonna post my old Daenerys Targaryen costume,…",05/19/2019,Daenerys Targaryen,Neg,-0.10000000000000002,0.20000000000000004,05/19/2019 23:29:07,rt hyenasandgin in honor of game of throne going away tonight and never coming back wa gonna post my old daenerys targaryen costume
"RT @_Zoeee_: @jennyjaffe ""Raise your hand if you have ever felt personally victimized by Daenerys Targaryen""
King's Landing: https://t.co/s…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.3,05/19/2019 23:29:06,rt _zoeee_ jennyjaffe raise your hand if you have ever felt personally victimized by daenerys targaryen king landing http co
"@emily_evanns I really want Daenerys Targaryen to stay in the Iron Throne, but after everything that happened in th… https://t.co/1MLRIA6bVW",05/19/2019,Daenerys Targaryen,Pos,0.2,0.2,05/19/2019 23:29:03,emily_evanns really want daenerys targaryen to stay in the iron throne but after everything that happened in th http co 1mlria6bvw
Jon Snow hoy 🤣#GameOfThrones #jonsnow #AryaStark #DaenerysTargaryen https://t.co/ATPV7A4gGB,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:28:49,jon snow hoy gameofthrones jonsnow aryastark daenerystargaryen http co atpv7a4ggb
My fave: Game of Thrones and the real world |https://t.co/vcDH5Tthsl @RNS @usccrcc #GameOfThronesFinale… https://t.co/0xMS8LyPnp,05/19/2019,Daenerys Targaryen,Neg,-0.1,0.35000000000000003,05/19/2019 23:28:49,my fave game of throne and the real world http co vcdh5tthsl rn usccrcc gameofthronesfinale http co 0xms8lypnp
"RT @tylewjoseph: you'll always be our khaleesi, my queen. thank you for everything, daenerys targaryen. https://t.co/B8Yjls3rsG",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:28:42,rt tylewjoseph you ll always be our khaleesi my queen thank you for everything daenerys targaryen http co b8yjls3rsg
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:28:39,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:28:34,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
"RT @PhotosGoT: In honor of the angel that is Daenerys Targaryen, here’s a thread of photos from every episode that she was in (photos edite…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:28:18,rt photosgot in honor of the angel that is daenerys targaryen here a thread of photo from every episode that she wa in photo edite
"RT @oshawildling: daenerys targaryen’s journey was a long and sad one, but she’ll always be remembered as one of the most iconic characters…",05/19/2019,Daenerys Targaryen,Pos,0.11249999999999999,0.6,05/19/2019 23:28:11,rt oshawildling daenerys targaryen journey wa long and sad one but she ll always be remembered a one of the most iconic character
RT @dragonsbIood: jon snow and daenerys targaryen will forever remain the most iconic couple of TV history https://t.co/Ctdp6Z77lz,05/19/2019,Daenerys Targaryen,Pos,0.5,0.5,05/19/2019 23:28:11,rt dragonsbiood jon snow and daenerys targaryen will forever remain the most iconic couple of tv history http co ctdp6z77lz
if daenerys targaryen burns me alive DO NOT PROSECUTE HER because SHE caught ME slipping!!! that is on me!!!!! https://t.co/fQXpxFCd3y,05/19/2019,Daenerys Targaryen,Neg,-0.24802322387695314,0.25,05/19/2019 23:28:00,if daenerys targaryen burn me alive do not prosecute her because she caught me slipping that is on me http co fqxpxfcd3y
"RT @oshawildling: daenerys targaryen’s journey was a long and sad one, but she’ll always be remembered as one of the most iconic characters…",05/19/2019,Daenerys Targaryen,Pos,0.11249999999999999,0.6,05/19/2019 23:27:58,rt oshawildling daenerys targaryen journey wa long and sad one but she ll always be remembered a one of the most iconic character
"RT @munni3636: #DaenerysTargaryen --THE QUEEN OF ASHES😭😭 
#GameOfThrones #TheFinalEpisode #GOTFinale #GOTS8 #JonSnow #GameOfThronesFinale h…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:27:43,rt munni3636 daenerystargaryen the queen of ash gameofthrones thefinalepisode gotfinale gots8 jonsnow gameofthronesfinale
"RT @Variety: In honor of the #GameOfThrones series finale, Emilia Clarke recalls her audition to play Daenerys Targaryen https://t.co/rv9kx…",05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:27:19,rt variety in honor of the gameofthrones series finale emilia clarke recall her audition to play daenerys targaryen http co rv9kx
"RT @madisynnunan: a huge thank you to emilia clarke for bringing to life one of the most iconic &amp; strongest characters, daenerys targaryen.…",05/19/2019,Daenerys Targaryen,Pos,0.46666666666666673,0.6333333333333333,05/19/2019 23:27:17,rt madisynnunan huge thank you to emilia clarke for bringing to life one of the most iconic amp strongest character daenerys targaryen
RT @VieiraPaddy: Alright Daenerys Targaryen https://t.co/kUmUAZFNF9,05/19/2019,Daenerys Targaryen,Neu,0.0,0.0,05/19/2019 23:27:13,rt vieirapaddy alright daenerys targaryen http co kumuazfnf9
"RT @oshawildling: daenerys targaryen’s journey was a long and sad one, but she’ll always be remembered as one of the most iconic characters…",05/19/2019,Daenerys Targaryen,Pos,0.11249999999999999,0.6,05/19/2019 23:26:59,rt oshawildling daenerys targaryen journey wa long and sad one but she ll always be remembered a one of the most iconic character
What do Direwolves eat before GoT?? Ice Cream. Sorry I ate it before Dad got the picture. #minedirewolf #got… https://t.co/xuh0oqObHo,05/19/2019,Daenerys Targaryen,Neg,-0.5,1.0,05/19/2019 23:26:58,what do direwolves eat before got ice cream sorry ate it before dad got the picture minedirewolf got http co xuh0oqobho
"RT @madisynnunan: a huge thank you to emilia clarke for bringing to life one of the most iconic &amp; strongest characters, daenerys targaryen.…",05/19/2019,Daenerys Targaryen,Pos,0.46666666666666673,0.6333333333333333,05/19/2019 23:26:58,rt madisynnunan huge thank you to emilia clarke for bringing to life one of the most iconic amp strongest character daenerys targaryen
