character_lower,character,text,sentiment,polarity,subjectivity,Preprocess
littlefinger,littlefinger,"RT @AhmedMufti5: My theory of game of thrones ending. It's about littlefinger.
#littlefinger #GameofThrones #PetyrBaelish #GamefThrones #Sa…",Neg,-0.4,0.4,rt ahmedmufti5 my theory of game of throne ending it about littlefinger littlefinger gameofthrones petyrbaelish gamefthrones sa
littlefinger,littlefinger,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
littlefinger,littlefinger,This is so disrespectful to Britney Spears,Neu,0.0,0.0,this is so disrespectful to britney spear
littlefinger,littlefinger,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
littlefinger,littlefinger,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
littlefinger,littlefinger,RT @wildtargaryen: I took some time and I wrote down all I have to say about daenerys targaryen and this whole “mad queen” thing david beni…,Neg,-0.19351851851851853,0.562962962962963,rt wildtargaryen took some time and wrote down all have to say about daenerys targaryen and this whole mad queen thing david beni
littlefinger,littlefinger,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
littlefinger,littlefinger,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
littlefinger,littlefinger,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
littlefinger,littlefinger,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
littlefinger,littlefinger,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
littlefinger,littlefinger,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
littlefinger,littlefinger,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
littlefinger,littlefinger,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @JamesHibberd: Remember that #DaenerysTargaryen vision from season 2 walking through the Red Keep as snow fell through the roof? That wa…,Neu,0.0,0.0,rt jameshibberd remember that daenerystargaryen vision from season 2 walking through the red keep a snow fell through the roof that wa
daenerystargaryen,DaenerysTargaryen,"tinha ate aquela imagem 'dont be a drag, just be a khaleesi' 👑",Neg,-0.1,0.07083333333333333,tinha ate aquela imagem dont be drag just be khaleesi
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @JamesHibberd: Remember that #DaenerysTargaryen vision from season 2 walking through the Red Keep as snow fell through the roof? That wa…,Neu,0.0,0.0,rt jameshibberd remember that daenerystargaryen vision from season 2 walking through the red keep a snow fell through the roof that wa
daenerystargaryen,DaenerysTargaryen,"RT @sansatsark: white college student goes to developing country on a service trip, takes pictures with the local kids https://t.co/zorQS6g…",Neu,0.0,0.0,rt sansatsark white college student go to developing country on service trip take picture with the local kid http co zorqs6g
daenerystargaryen,DaenerysTargaryen,RT @yennxfer: daenerys targaryen deserves a redemption,Neu,0.0,0.0,rt yennxfer daenerys targaryen deserves redemption
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,"She looks as if she was born to ride dragons, and indeed she was. They take to the sky, displaying Dany’s control o… https://t.co/P1494CGUGy",Neu,0.0,0.0,she look a if she wa born to ride dragon and indeed she wa they take to the sky displaying dany control http co p1494cgugy
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,"RT @4everNeverTrump: The world, three days ago: OMG! How could Daenerys Targaryen kill all of those people!?!?!

Today: Alabama passes law…",Neu,0.0,0.0,rt 4evernevertrump the world three day ago omg how could daenerys targaryen kill all of those people today alabama pass law
daenerystargaryen,DaenerysTargaryen,White people can say Daenerys Targaryen but cant pronounce the simplest Hispanic names smh,Neu,0.0,0.0,white people can say daenerys targaryen but cant pronounce the simplest hispanic name smh
daenerystargaryen,DaenerysTargaryen,"RT @4everNeverTrump: The world, three days ago: OMG! How could Daenerys Targaryen kill all of those people!?!?!

Today: Alabama passes law…",Neu,0.0,0.0,rt 4evernevertrump the world three day ago omg how could daenerys targaryen kill all of those people today alabama pass law
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,"@benskywlker I cheated but tbh I feel like if I didn’t it would be abt my gf Daenerys Targaryen, of House Targaryen… https://t.co/9uFHirO1tL",Neu,0.0,0.0,benskywlker cheated but tbh feel like if didn it would be abt my gf daenerys targaryen of house targaryen http co 9ufhiro1tl
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,"RT @sansatsark: white college student goes to developing country on a service trip, takes pictures with the local kids https://t.co/zorQS6g…",Neu,0.0,0.0,rt sansatsark white college student go to developing country on service trip take picture with the local kid http co zorqs6g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,"RT @TaraBabcock: Shot the Dany bass cover today! The REAL shoot is tomorrow, but I just had to post some teasers!
Dress by Fleur de Lys Cou…",Pos,0.031249999999999986,0.4,rt tarababcock shot the dany bass cover today the real shoot is tomorrow but just had to post some teaser dress by fleur de lys cou
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,"RT @soniasaraiya: Here's my piece on how VEEP's brilliant finale accomplished the downfall that GAME OF THRONES, in my opinion, completely…",Pos,0.23333333333333336,0.6333333333333333,rt soniasaraiya here my piece on how veep brilliant finale accomplished the downfall that game of throne in my opinion completely
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,"RT @ThronesUpdate: Game of Thrones Fan Who Named Her Daughter Khaleesi Is Sort of Regretting it Now
https://t.co/0AK5IIpVsW",Neg,-0.4,0.4,rt thronesupdate game of throne fan who named her daughter khaleesi is sort of regretting it now http co 0ak5iipvsw
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,"RT @aryastarks: no matter how much you dislike her, daenerys targaryen is the most iconic character on game of thrones and people know it h…",Pos,0.19999999999999998,0.4,rt aryastarks no matter how much you dislike her daenerys targaryen is the most iconic character on game of throne and people know it
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
daenerystargaryen,DaenerysTargaryen,RT @westerosidany: this is daenerys targaryen https://t.co/NuyYvZTXW4,Neu,0.0,0.0,rt westerosidany this is daenerys targaryen http co nuyyvztxw4
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
daenerystargaryen,DaenerysTargaryen,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
gotfinale,GoTFinale,"#GoTFinale I see Daenerys try to execute Tyrion, Jon will step up to defend him, The mad queen try to burn Jon aliv… https://t.co/NJv3frzBDY",Neg,-0.625,1.0,gotfinale see daenerys try to execute tyrion jon will step up to defend him the mad queen try to burn jon aliv http co njv3frzbdy
gotfinale,GoTFinale,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
gotfinale,GoTFinale,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
gotfinale,GoTFinale,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
gotfinale,GoTFinale,RT @yennxfer: did in one episode what the Night King couldn't do for 10 thousand years. a queen worth stanning https://t.co/pcYY5w9vGP,Pos,0.3,0.1,rt yennxfer did in one episode what the night king couldn do for 10 thousand year queen worth stanning http co pcyy5w9vgp
gotfinale,GoTFinale,"RT @aIfiealIen: Rest in peace Daenerys Targaryen,

She ain't dead yet but D&amp;D completely assassinated her character because they hate women…",Neg,-0.3,0.5666666666666668,rt aifiealien rest in peace daenerys targaryen she ain dead yet but amp completely assassinated her character because they hate woman
gotfinale,GoTFinale,"RT @futurewithDE: Can you believe Daenerys Targaryen will never get to see a summer in Westeros, show her incredible fashion collection to…",Pos,0.9,0.9,rt futurewithde can you believe daenerys targaryen will never get to see summer in westeros show her incredible fashion collection to
gotfinale,GoTFinale,"too high can't come down
losing my head spinning round and round
do you feel me now? 🔥",Neg,-0.0988888888888889,0.40722222222222215,too high can come down losing my head spinning round and round do you feel me now
gotfinale,GoTFinale,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
gotfinale,GoTFinale,"RT @4everNeverTrump: The world, three days ago: OMG! How could Daenerys Targaryen kill all of those people!?!?!

Today: Alabama passes law…",Neu,0.0,0.0,rt 4evernevertrump the world three day ago omg how could daenerys targaryen kill all of those people today alabama pass law
gotfinale,GoTFinale,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
gotfinale,GoTFinale,RT @norcahan: Ateneans on immersion https://t.co/nKAHqOUgR5,Neu,0.0,0.0,rt norcahan ateneans on immersion http co nkahqougr5
gotfinale,GoTFinale,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
gotfinale,GoTFinale,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
gotfinale,GoTFinale,RT @widowslie: rest in peace daenerys targaryen and steve rogers... they ain’t dead but their storyline and development sure as hell is. ht…,Pos,0.15,0.6444444444444444,rt widowslie rest in peace daenerys targaryen and steve rogers they ain dead but their storyline and development sure a hell is ht
gotfinale,GoTFinale,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
gotfinale,GoTFinale,RT @StillBShady: Daenerys Targaryen burning down King's Landing but with Toxic playing in the background https://t.co/2tfcSc3X5g,Neg,-0.15555555555555559,0.2888888888888889,rt stillbshady daenerys targaryen burning down king landing but with toxic playing in the background http co 2tfcsc3x5g
gotfinale,GoTFinale,RT @sreekyshooter: Lmao @ the people who named their kids Daenerys or Khaleesi. What a bunch of absolute fools. If only they were as wise a…,Pos,0.375,0.95,rt sreekyshooter lmao the people who named their kid daenerys or khaleesi what bunch of absolute fool if only they were a wise
